startupId,startupName,originalWebsite,originalErrorType,status,candidateURLs,verifiedWebsite,searchQueries,verifiedMethod,emails,phones,linkedin,pagesChecked,errorMessage
6a4a3e39e4b0359e44e3b2c8,INVENTA VENTURES LLP,https://www.inventaventures.com,HTTP_ERROR,VERIFIED_WEBSITE,"https://find-and-update.company-information.service.gov.uk/company/OC375546 | https://www.filesure.in/company/inventa-ventures-llp/ACU-0652?tab=about | https://www.companieslist.co.uk/OC375546-inventa-ventures-llp | https://www.northdata.com/Inventa Ventures LLP, London/Companies House OC375546",https://find-and-update.company-information.service.gov.uk/company/OC375546,"""INVENTA VENTURES LLP"" | ""INVENTA VENTURES LLP"" Nagpur | ""INVENTA VENTURES LLP"" Maharashtra | ""INVENTA VENTURES LLP"" website | ""INVENTA VENTURES LLP"" official website | ""INVENTA VENTURES LLP"" contact",WEB_SEARCH,,,,1,
69e5f326e4b0e7f6cc6092f5,COHR TALENT MANAGEMENT PRIVATE LIMITED,https://cohr.in,HTTP_ERROR,VERIFIED_WEBSITE,https://qorpiq.com/company/cohr-talent-management-private-limited/U78200MH2025PTC451003 | https://www.filesure.in/company/cohr-talent-management-private-limited/U78200MH2025PTC451003?tab=about | https://compfilings.com/company/COHR-TALENT-MANAGEMENT-PRIVATE-LIMITED-U78200MH2025PTC451003 | https://www.mastersindia.co/mca-company-detail/?cname=COHR-TALENT-MANAGEMENT-PRIVATE-LIMITED/U78200MH2025PTC451003 | https://paperli.ai/company/cohr-talent-management-private-limited-U78200MH2025PTC451003 | https://www.filesure.in/director/pooja-gopal-thakur/11165179,https://qorpiq.com/company/cohr-talent-management-private-limited/U78200MH2025PTC451003,"""COHR TALENT MANAGEMENT PRIVATE LIMITED"" | ""COHR TALENT MANAGEMENT PRIVATE LIMITED"" Nagpur | ""COHR TALENT MANAGEMENT PRIVATE LIMITED"" Maharashtra | ""COHR TALENT MANAGEMENT PRIVATE LIMITED"" website | ""COHR TALENT MANAGEMENT PRIVATE LIMITED"" official website | ""COHR TALENT MANAGEMENT PRIVATE LIMITED"" contact",WEB_SEARCH,"contact@qorpiq.com, team@qorpiq.com","+916305014334, 7817915094, 8522410820, 9163050143",,3,
6811eb27e4b0611108b3f391,MUDITAA INFOSOFT LLP,https://: https://obhau.com,HTTP_ERROR,VERIFIED_WEBSITE,https://qorpiq.com/company/muditaa-infosoft-llp/ACC-2122 | https://www.dnb.com/business-directory/company-profiles.muditaa_infosoft_llp.513dfe96ad3eced17a1f2f37e26c017b.html | https://www.companydetails.in/company/muditaa-infosoft-llp | https://mycorporateinfo.com/business-llp/muditaa-infosoft-llp | https://www.masterdata.in/company/muditaa_infosoft_llp/ACC-2122 | https://www.knowyourgst.com/gst-number-search/muditaa-infosoft-llp-27ABXFM8864A1ZN/ | https://obhau.in/contact-us/ | https://mycorporateinfo.com/director-llp/aarti-shrikant-bhangdiya-3407301,https://qorpiq.com/company/muditaa-infosoft-llp/ACC-2122,"""MUDITAA INFOSOFT LLP"" | ""MUDITAA INFOSOFT LLP"" Nagpur | ""MUDITAA INFOSOFT LLP"" Maharashtra | ""MUDITAA INFOSOFT LLP"" website | ""MUDITAA INFOSOFT LLP"" official website | ""MUDITAA INFOSOFT LLP"" contact",WEB_SEARCH,"contact@qorpiq.com, team@qorpiq.com","+916305014334, 7817915094, 8522410820, 9163050143",,3,
677bb3cbe4b0f84ff2b64b51,AMRIT OXIDANE PRIVATE LIMITED,https://0,HTTP_ERROR,VERIFIED_WEBSITE,https://buysellprivatelimited.com/company/amrit-oxidane-private-limited/U33122MH2024PTC421552 | https://www.instafinancials.com/company/amrit-oxidane-private-limited-U33122MH2024PTC421552 | https://www.companydetails.in/company/amrit-oxidane-private-limited | https://www.indiafilings.com/search/amrit-oxidane-private-limited-cin-U33122MH2024PTC421552 | https://www.dnb.com/business-directory/company-profiles.amrit_oxidane_private_limited.79730baae87610d10244939bd15b5e7b.html | https://www.filesure.in/company/amrit-oxidane-private-limited/U33122MH2024PTC421552?tab=about | https://company.vakilsearch.com/amrit-oxidane-private-limited/U33122MH2024PTC421552,https://buysellprivatelimited.com/company/amrit-oxidane-private-limited/U33122MH2024PTC421552,"""AMRIT OXIDANE PRIVATE LIMITED"" | ""AMRIT OXIDANE PRIVATE LIMITED"" Nagpur | ""AMRIT OXIDANE PRIVATE LIMITED"" Maharashtra | ""AMRIT OXIDANE PRIVATE LIMITED"" website | ""AMRIT OXIDANE PRIVATE LIMITED"" official website | ""AMRIT OXIDANE PRIVATE LIMITED"" contact",WEB_SEARCH,support@buysellprivatelimited.com,"+91-8233844833, +918233844833, 7092775308, 7220500150, 7870463055, 7870463060, 7870463069, 7870463070, 7899977460, 7914733427, 8054671113, 9182338448, 9250781054, 9253466555",,2,
66c04d84e4b0eebff778f4db,BIOCARE KMK PRIVATE LIMITED,https://www.biocare.com,HTTP_ERROR,VERIFIED_WEBSITE,https://biocarekmk.com/about-us/ | https://www.indiafilings.com/search/biocare-kmk-private-limited-cin-U46209MH2024PTC428619 | https://www.companydetails.in/company/biocare-kmk-private-limited | https://corpintel.io/BIOCARE-KMK-PRIVATE-LIMITED-U46209MH2024PTC428619 | https://qorpiq.com/company/biocare-kmk-private-limited/U46209MH2024PTC428619 | https://www.allindiaitr.com/company/biocare-kmk-private-limited/U46209MH2024PTC428619 | https://masterdata.in/company/biocare_kmk_private_limited/U46209MH2024PTC428619,https://biocarekmk.com/about-us/,"""BIOCARE KMK PRIVATE LIMITED"" | ""BIOCARE KMK PRIVATE LIMITED"" Nagpur | ""BIOCARE KMK PRIVATE LIMITED"" Maharashtra | ""BIOCARE KMK PRIVATE LIMITED"" website | ""BIOCARE KMK PRIVATE LIMITED"" official website | ""BIOCARE KMK PRIVATE LIMITED"" contact",WEB_SEARCH,info@biocarekmk.com,"+91 7822956561, 6078431372, 7429926042, 7496969728, 7870463304, 7870463318, 7870463331, 7870463344, 9019607843","https://www.linkedin.com/in/amit-gondse-aa439a361/%20, https://www.linkedin.com/in/nandkishor-gharjare-3232178a/%20",4,
667d7c32e4b095452164ffce,TAPI TECHNOSERVES PRIVATE LIMITED,https://tapitechnoserves.in,HTTP_ERROR,VERIFIED_WEBSITE,https://www.instafinancials.com/company/tapi-technoserves-private-limited-U72900MH2022PTC395763 | https://www.companydetails.in/company/tapi-technoserves-private-limited | https://www.indiafilings.com/search/tapi-technoserves-private-limited-cin-U72900MH2022PTC395763 | https://companies.dubleu.co/company/tapi-technoserves-private-limited-U72900MH2022PTC395763 | https://corpintel.io/TAPI-TECHNOSERVES-PRIVATE-LIMITED-U72900MH2022PTC395763 | https://www.companyseekers.com/company/tapi-technoserves-private-limited/U72900MH2022PTC395763 | https://www.filesure.in/company/tapi-technoserves-private-limited/U72900MH2022PTC395763?tab=about | https://mycorporateinfo.com/director/sarang-sunil-pathrabe-9832537,https://www.instafinancials.com/company/tapi-technoserves-private-limited-U72900MH2022PTC395763,"""TAPI TECHNOSERVES PRIVATE LIMITED"" | ""TAPI TECHNOSERVES PRIVATE LIMITED"" Nagpur | ""TAPI TECHNOSERVES PRIVATE LIMITED"" Maharashtra | ""TAPI TECHNOSERVES PRIVATE LIMITED"" website | ""TAPI TECHNOSERVES PRIVATE LIMITED"" official website | ""TAPI TECHNOSERVES PRIVATE LIMITED"" contact",WEB_SEARCH,"kushalnagpur@gmail.com, raji@instafinancials.com, support@instafinancials.com","6528000000, 6528000003, 6593406593",,4,
66221248e4b0cdd2e3dab3e5,PROLANCE FUTURE PRIVATE LIMITED,https://olivedrab-peafowl-884744.hostingersite.com/,HTTP_ERROR,VERIFIED_WEBSITE,https://www.companydetails.in/company/prolance-future-private-limited | https://findocorp.com/company/U73200MH2024PTC423350/prolance-future-private-limited | https://www.indiafilings.com/search/prolance-future-private-limited-cin-U73200MH2024PTC423350 | https://www.allindiaitr.com/company/prolance-future-private-limited/U73200MH2024PTC423350 | https://cin.iadv.io/PROLANCE-FUTURE-PRIVATE-LIMITED-U73200MH2024PTC423350/ | https://www.instafinancials.com/company/prolance-future-private-limited-U73200MH2024PTC423350/company-overview | https://corpintel.io/PROLANCE-FUTURE-PRIVATE-LIMITED-U73200MH2024PTC423350,https://www.companydetails.in/company/prolance-future-private-limited,"""PROLANCE FUTURE PRIVATE LIMITED"" | ""PROLANCE FUTURE PRIVATE LIMITED"" Nagpur | ""PROLANCE FUTURE PRIVATE LIMITED"" Maharashtra | ""PROLANCE FUTURE PRIVATE LIMITED"" website | ""PROLANCE FUTURE PRIVATE LIMITED"" official website | ""PROLANCE FUTURE PRIVATE LIMITED"" contact",WEB_SEARCH,"ca.sameerraulkar@gmail.com, info@companydetails.in, www.companydetails.in@context.request.path","6014937619, 6633230899, 7665460409, 7870463970, 7870464073, 7870464080, 7870464114, 7870464115, 7870464183, 8310594752, 8493654723, 8984546861, 9124888427",https://www.linkedin.com/shareArticle?mini=true&url=https://www.companydetails.in/company/prolance-future-private-limited,3,
65cb6ce2e4b0da2d942484d0,ENERGY SETU LLP,https://energysetu.com/,HTTP_ERROR,VERIFIED_WEBSITE,https://www.dnb.com/business-directory/company-profiles.energy_setu_llp.7acb4701e8193ab2951327bf8dd5e481.html | https://www.companydetails.in/company/energy-setu-llp | https://gstverify.co.in/gst/energy-setu-llp-27aaife9967e1zy/ | https://www.ezzus.com/biz/energy-setu-llp/AAX-1190 | https://tenderkart.in/gst-number-search/27AAIFE9967E1ZY | https://www.quickcompany.in/company/energy-setu-llp,https://www.dnb.com/business-directory/company-profiles.energy_setu_llp.7acb4701e8193ab2951327bf8dd5e481.html,"""ENERGY SETU LLP"" | ""ENERGY SETU LLP"" Nagpur | ""ENERGY SETU LLP"" Maharashtra | ""ENERGY SETU LLP"" website | ""ENERGY SETU LLP"" official website | ""ENERGY SETU LLP"" contact",WEB_SEARCH,"complianceofficer@dnb.com, dataserbia@dnb.com, info.mk@dnb.com, isl.creditinfo@creditinfo.com, keying@baltfakta.eu, research@inoxio.com","6437007343, 6743995754, 7302396033, 7573590436, 7600256539, 7648023206, 7830038142, 7830038147, 7830038151, 7853347979, 7858779506, 7869810107, 7870098181, 8005269018, 8555401971, 9852187633, 9970437884",https://www.linkedin.com/company/dun-&-bradstreet,4,
659fa0cfe4b07df9a32e2f22,TANWISH INSTITUTE OF HEALTH & WELLNESS PRIVATE LIMITED,https://institute.tanwishlife.com/,CONNECTION_ERROR,VERIFIED_WEBSITE,https://www.companydetails.in/company/tanwish-institute-of-health-and-wellness-private-limited | https://www.dnb.com/business-directory/company-profiles.tanwish_institute_of_health__wellness_private_limited.d041fba366a974dcd29a6ff72896ecff.html | https://company.vakilsearch.com/tanwi-institute-health-wellness-private-limited/U85499MH2023PTC403144 | https://corpintel.io/TANWISH-INSTITUTE-OF-HEALTH-WELLNESS-PRIVATE-LIMITED-U85499MH2023PTC403144 | https://www.globalbizreport.com/TANWISH-INSTITUTE-OF-HEALTH-&-WELLNESS-PRIVATE-LIMITED/U85499MH2023PTC403144/india/maharashtra/company-business-financial-credit-report | https://mycorporateinfo.com/business/tanwish-institute-of-health-wellness-private-limited | https://mycorporateinfo.com/director/abhijeet-dilip-bondre-10167756,https://www.companydetails.in/company/tanwish-institute-of-health-and-wellness-private-limited,"""TANWISH INSTITUTE OF HEALTH & WELLNESS PRIVATE LIMITED"" | ""TANWISH INSTITUTE OF HEALTH & WELLNESS PRIVATE LIMITED"" Nagpur | ""TANWISH INSTITUTE OF HEALTH & WELLNESS PRIVATE LIMITED"" Maharashtra | ""TANWISH INSTITUTE OF HEALTH & WELLNESS PRIVATE LIMITED"" website | ""TANWISH INSTITUTE OF HEALTH & WELLNESS PRIVATE LIMITED"" official website | ""TANWISH INSTITUTE OF HEALTH & WELLNESS PRIVATE LIMITED"" contact",WEB_SEARCH,"info@companydetails.in, tanwish.life@gmail.com, www.companydetails.in@context.request.path","6092592989, 6342439519, 7221774958, 7870464741, 7870464751, 7870464758, 7870464791, 7870464822, 7870464830, 7870464836, 8361815413, 8493654723, 8604005027, 8717050966, 9124888427",https://www.linkedin.com/shareArticle?mini=true&url=https://www.companydetails.in/company/tanwish-institute-of-health-and-wellness-private-limited,3,
649ebdd2e4b0a5524e7bb5b5,SHREE LAXMI PHARMA,https://shreelp.in/,HTTP_ERROR,VERIFIED_WEBSITE,https://www.maharashtradirectory.com/companyinfo/shree-laxmi-pharma-pune-169089.html | https://www.dnb.com/business-directory/company-profiles.shree_laxmi_pharma.634b370c9d03aa8806dcdc5307039f02.html | https://gstverify.co.in/gst/shree-laxmi-pharma-27aftpb8369k1zo/ | https://yellowpages.webindia123.com/d-t/Maharashtra/Pune/Shree-Laxmi-Pharma/45579/ | https://www.knowyourgst.com/gst-number-search/shree-laxmi-pharma-27BBPPK5365P1ZQ/ | https://www.dial4trade.com/shree-laxmi-pharma/contact-us.htm | https://aeroleads.com/c/surybhan,https://www.maharashtradirectory.com/companyinfo/shree-laxmi-pharma-pune-169089.html,"""SHREE LAXMI PHARMA"" | ""SHREE LAXMI PHARMA"" Nagpur | ""SHREE LAXMI PHARMA"" Maharashtra | ""SHREE LAXMI PHARMA"" website | ""SHREE LAXMI PHARMA"" official website | ""SHREE LAXMI PHARMA"" contact",WEB_SEARCH,,7817915094,https://www.linkedin.com/company/maharashtra-industries-directory,3,
